distance,weight,hour_of_day,is_rainy,delivery_time_hours
193.52465823520762,12.41543008804582,22,0,2.761125684799495
475.8500101408589,14.729634121875621,3,0,6.313182654341345
368.6770314875885,25.78187440286323,17,0,7.508849718491492
303.3426572565479,10.860127195736872,4,0,3.964776549453798
86.44913381679389,26.219840859552967,15,0,1.0508473561267409
86.4373149647393,3.555898498324053,13,0,1.198039462181976
38.460969962417735,23.52715467905029,18,0,0.9606553865162402
434.4263114297182,25.578881358587353,13,0,5.913583503766199
304.54635575417234,6.2727119322828235,8,1,6.926044493908899
356.95556312006227,13.480049438793813,5,0,4.914009196916599
20.086402204943198,5.799493465246013,16,0,0.0865918567974901
485.2558275593772,21.491519740832317,18,0,9.859823126823937
417.8968939922066,16.525085273788044,11,0,5.4195843115978555
114.04616423235531,19.42437705454131,3,0,1.6344395064756536
99.09423393147931,6.698122041730123,15,0,1.3419935475785343
99.86820982818257,7.140629999520166,10,0,1.156113537720067
159.0786990501735,2.2034224397872846,21,0,2.011408165801523
267.13065149979656,10.339958520676163,3,0,3.8171921115853014
221.65305913463672,17.232595178676572,16,0,2.814579797685718
152.70227869704053,25.880112505922536,7,1,3.4900473660477136
309.8079184139659,20.34089597630174,13,0,4.357474760386965
78.3519917195005,13.62649337859279,1,0,1.0240485947362716
153.15087778225688,28.640483317429997,10,0,2.0465256524259714
189.51730321390895,21.858110816699124,10,1,3.283862361829485
233.47429226634762,27.97479088301395,23,0,3.4944858386825253
394.73622108257666,16.300051224892805,21,1,5.961954259060127
107.84015325759627,8.508223969001047,23,1,1.5558973302551735
261.9748748226697,2.5319739045769376,5,0,3.779646278191855
300.2831387424008,22.056460693031664,20,0,4.284169170342894
32.760702232798884,4.517786942160489,20,0,0.5539798726171252
307.6969774317048,9.780478719887048,13,1,5.075740297697695
93.55682060677285,16.441656328633023,9,0,1.9018131287559485
41.87528056278696,17.368081045612684,7,0,1.0126820863164157
474.9539132541333,18.416912712626946,6,0,6.627235372126729
483.1596962065341,5.821404580141318,7,0,9.430740234638979
406.11470057706595,12.012384739827814,7,0,8.007598807180726
159.26074689495164,18.898632586392033,22,0,2.213284266972776
57.859335863128095,29.12474707437976,1,0,0.7108905431093202
345.2741829909569,22.10130299329097,15,0,4.795428231678018
225.67472193240465,27.75550895572478,8,0,4.584926304594817
69.79873507394163,23.104149691111136,12,1,1.0098042596094254
252.6366859545224,18.159792097879613,22,0,3.388235521873508
26.850375346457014,6.568677704953992,11,1,0.22724240355393385
455.5669970186032,20.333883904882878,21,0,6.1725494103505305
136.8021909840083,19.078007412837305,16,0,1.8403617678043316
334.63591933345117,18.471605943260727,1,1,5.563585971663765
162.73842728381138,15.203790171658982,12,0,2.3787218577487774
264.8333303771273,16.331041515688995,0,1,4.204118389865816
277.888036878207,10.698833286425018,18,1,6.853973003334217
100.57868320750825,16.060068086626792,10,0,1.5459120370924422
485.0964676046337,6.729121264675869,4,0,6.368541671170303
389.8150834469461,24.350057523450925,0,0,5.496669600536273
470.35448136645266,6.387531686262527,19,0,9.164633583385676
448.4654017095479,3.464022406794526,12,0,5.940321139014749
302.9709896174317,13.651134764357563,7,0,6.3131624068685435
461.71837516132723,20.090915745675794,5,0,6.618240596043104
53.36132600544055,13.6937879230727,16,0,0.7209518590441856
106.03160258538115,9.02586982658795,11,1,1.7732445299634516
32.16137156616365,17.186964332822782,0,1,0.7925866007670387
169.41186207399952,11.063067726953799,2,0,2.110043500433841
200.45187194784617,28.05316301367236,13,1,3.3648428864851847
